recommendation,username,name,profile_url,profile_image_url,followers_count,following_count,listed_count,created_at,tweets_found,total_likes,total_retweets,total_replies,total_engagement,engagement_rate,recommendation_reason,sample_tweet_1,sample_tweet_2,sample_tweet_3,tweet_date_1,tweet_date_2,tweet_date_3,tweet_url_1,tweet_url_2,tweet_url_3
Skip,EdikKostuchenko,"Edison🧙‍♂️,🧙‍♂️⛺ π²(❖,❖)🌶️🍊,💊⚡️ZugChain .sand",https://x.com/EdikKostuchenko,https://pbs.twimg.com/profile_images/2009785686023352321/Kagge3ig_normal.jpg,222,4628,8,2021-03-15T14:03:37.000Z,2,1,0,0,1,0.0023,Too small audience for promo,@Euphoria_fi Will there be a reward for the testnet at all?,@Euphoria_fi Who is investing in you?,,2026-02-18T16:23:56.000Z,2026-02-18T16:21:55.000Z,,https://x.com/EdikKostuchenko/status/2024157947190751742,https://x.com/EdikKostuchenko/status/2024157442116845682,
Skip,PelicanAI_,Pelican,https://x.com/PelicanAI_,https://pbs.twimg.com/profile_images/1976838546049597441/wnwuAdgU_normal.jpg,492,62,2,2025-05-16T23:11:28.000Z,1,1,0,0,1,0.0020,Too small audience for promo,"@Shelpid_WI3M Hey scammer,
Let's do third grade math: $906k/month = $30,200/day across 584 trades = $51.71 profit per trade.

Polymarket 5-min markets have $500-$5,000 total volume. You're extracting $50+ per trade, 584 times daily, in markets where the ENTIRE order book is five grand? You'd",,,2026-02-17T19:54:17.000Z,,,https://x.com/PelicanAI_/status/2023848495312994733,,
Skip,gabagool22,Gabagool 22 Trading Bot,https://x.com/gabagool22,https://pbs.twimg.com/profile_images/2012148675603206144/vIc0T-NX_normal.jpg,493,12,2,2026-01-09T16:46:16.000Z,1,1,0,0,1,0.0020,Too small audience for promo,@DenisKursakov @Polymarket 5-min markets are a goldmine for arb bots. Definitely not a scam.,,,2026-02-13T13:09:32.000Z,,,https://x.com/gabagool22/status/2022297084666278056,,
Skip,nikoleontas,nikoleondas ♦️,https://x.com/nikoleontas,https://pbs.twimg.com/profile_images/2016191058728640512/hQf0WQMP_normal.jpg,1012,5040,17,2011-10-13T07:23:21.000Z,1,1,0,1,2,0.0020,Below Consider threshold,@Iron_DeFi @Euphoria_fi Hit the blocks with any way.,,,2026-02-18T18:09:21.000Z,,,https://x.com/nikoleontas/status/2024184476410998875,,
Skip,elieminato,Elie Omiminami,https://x.com/elieminato,https://pbs.twimg.com/profile_images/2018301703930380290/vePYCTv2_normal.jpg,1090,7499,2,2022-03-20T19:45:31.000Z,2,2,1,1,4,0.0018,Below Consider threshold,@Euphoria_fi Congrats,"@ParallelAiRev @megaeth @Euphoria_fi Thesis:  In an era where blockchain performance has finally outpaced human reaction time, @Euphoria_fi
 represents more than an application—it constitutes the logical next evolution of retail derivatives trading.  By distilling complex price speculation into a single, https://t.co/WLw6AaOPOc",,2026-02-18T19:27:07.000Z,2026-02-18T16:21:49.000Z,,https://x.com/elieminato/status/2024204047201210644,https://x.com/elieminato/status/2024157417357861071,
Skip,LeisenCrypto,Leisen,https://x.com/LeisenCrypto,https://pbs.twimg.com/profile_images/1961012875511623680/oz0466Bn_normal.jpg,1097,706,40,2025-08-26T20:20:55.000Z,1,1,0,1,2,0.0018,Below Consider threshold,@shtanga0x @Polymarket 5min btc analysis 52-58c entries + hedge =real edge,,,2026-02-17T16:59:26.000Z,,,https://x.com/LeisenCrypto/status/2023804495818592755,,
Skip,FahddEth,FAHD,https://x.com/FahddEth,https://pbs.twimg.com/profile_images/2017086554750046208/Eldkz5Hg_normal.jpg,1125,1132,,2024-09-09T05:16:31.000Z,1,2,0,0,2,0.0018,Below Consider threshold,"@DODREAM14 @Polymarket 5-min BTC moves are chaos!!
Martingale? Risky bet logic doesn’t control the market.",,,2026-02-16T03:21:11.000Z,,,https://x.com/FahddEth/status/2023236185074618703,,
Skip,LiamJanssens,Liamjanssens,https://x.com/LiamJanssens,https://pbs.twimg.com/profile_images/1629447350581182466/xQht2l_S_normal.jpg,1160,2369,21,2012-02-24T00:30:00.000Z,1,1,0,1,2,0.0017,Below Consider threshold,@Euphoria_fi can i please pretty please get a code,,,2026-02-18T19:34:10.000Z,,,https://x.com/LiamJanssens/status/2024205822172021049,,
Skip,whyalwaysellis,STRANGE SOUND 🃏 👁️,https://x.com/whyalwaysellis,https://pbs.twimg.com/profile_images/1933890275069276160/SMjAt3ob_normal.jpg,1204,1170,2,2024-03-03T21:42:46.000Z,4,6,0,2,8,0.0017,Below Consider threshold,"Finally got access to @Euphoria_fi testnet, now let's make trading great and fun together 

All thanks to the community lead @DefiDougi 

If you wish to join, I have a code for y'all. Don't know the limit yet tho

https://t.co/fsK0e8gxzq

Join here https://t.co/p2TpmWPVEq","Finally got access to @Euphoria_fi testnet, now let's make trading great and fun together 

All thanks to the community lead @DefiDougi https://t.co/TWFZinf2qM",@Euphoria_fi Can I get a code to explore euphoria ? https://t.co/nYkLldAkru,2026-02-18T16:58:19.000Z,2026-02-18T16:55:52.000Z,2026-02-18T15:55:17.000Z,https://x.com/whyalwaysellis/status/2024166602359337095,https://x.com/whyalwaysellis/status/2024165986375520595,https://x.com/whyalwaysellis/status/2024150736926343251
Skip,Duy1708Kuro,"Duy (💙,🧡) 🧬",https://x.com/Duy1708Kuro,https://pbs.twimg.com/profile_images/1955925967060525061/hBs6Hj8a_normal.jpg,1228,1357,11,2020-02-28T12:41:36.000Z,1,1,0,1,2,0.0016,Below Consider threshold,"I'm gonna do it. I'm gonna attempt the 17 coinflips on Polymarket 5min market to become a millionaire

Just deposited $20, gonna start right neow. 
Wish me luck https://t.co/DzMMVrA0Xg",,,2026-02-15T12:43:36.000Z,,,https://x.com/Duy1708Kuro/status/2023015336627609945,,
Skip,icechog,"iceon (❖,❖) 🫎",https://x.com/icechog,https://pbs.twimg.com/profile_images/1994430917721399296/xbi662oW_normal.jpg,627,1493,3,2023-11-17T02:10:01.000Z,1,1,0,0,1,0.0016,Too small audience for promo,@Euphoria_fi I'm in!,,,2026-02-18T16:03:20.000Z,,,https://x.com/icechog/status/2024152762368262550,,
Skip,ArleenWhar1595,(伟诚) Wei Cheng 💕H⊥Ǝɒƃɘꟽ💕,https://x.com/ArleenWhar1595,https://pbs.twimg.com/profile_images/1982868601221664768/qqaSEDbk_normal.jpg,669,498,4,2025-06-09T11:27:40.000Z,1,1,0,0,1,0.0015,Too small audience for promo,@0xPotato_13 @Euphoria_fi @redstone_defi sounds fun but i gotta admit my taps usually end up in the wrong direction lol still tempted to join tho,,,2026-02-18T14:00:01.000Z,,,https://x.com/ArleenWhar1595/status/2024121731871387894,,
Skip,CryptoArunX,Airdrops Farm With Arun,https://x.com/CryptoArunX,https://pbs.twimg.com/profile_images/2023611572158181376/gHYlpK52_normal.jpg,731,726,1,2024-01-20T06:28:24.000Z,1,0,0,1,1,0.0014,Too small audience for promo,"Polymarket 5 min BTC bets feel like gambling….

Fast risky mostly luck

@42space is next level
✅ Tradable assets
✅ Open ended upside and fair payouts
✅ Liquidity timing and conviction matter
Trade hold profit not luck

#42Space #Crypto #PredictionMarkets #DeFi https://t.co/yiorsaLupq",,,2026-02-15T08:31:50.000Z,,,https://x.com/CryptoArunX/status/2022951975843959248,,
Skip,1974akkoca,Ugur,https://x.com/1974akkoca,https://pbs.twimg.com/profile_images/1999193535912849408/osQ2-h8A_normal.jpg,773,6296,2,2014-09-30T11:38:57.000Z,1,1,0,0,1,0.0013,Too small audience for promo,@Euphoria_fi Good evening. How about sending these login codes as DMs to the people listening to your live stream?,,,2026-02-18T15:54:20.000Z,,,https://x.com/1974akkoca/status/2024150500149518458,,
Skip,farazktwt,fk,https://x.com/farazktwt,https://pbs.twimg.com/profile_images/2022500711288967172/bu2Lmr4K_normal.jpg,1053,281,9,2019-08-30T03:52:32.000Z,7,5,0,4,9,0.0012,Below Consider threshold,@Euphoria_fi Thank You!!,"@MPvin40 @Euphoria_fi No way, congrats",@Euphoria_fi not fair intern 😭 https://t.co/uc35DYAIAR,2026-02-18T19:40:53.000Z,2026-02-18T19:34:10.000Z,2026-02-18T19:31:50.000Z,https://x.com/farazktwt/status/2024207511386280036,https://x.com/farazktwt/status/2024205820540658093,https://x.com/farazktwt/status/2024205234260918316
Skip,DovzhykV,captain_dovzhyk🇺🇦 | π²,https://x.com/DovzhykV,https://pbs.twimg.com/profile_images/1933961112317304832/7ikRrP7k_normal.jpg,1643,1343,8,2019-05-07T23:33:08.000Z,1,1,0,1,2,0.0012,Below Consider threshold,@Euphoria_fi No code still https://t.co/9ckDPBh86F,,,2026-02-18T15:22:58.000Z,,,https://x.com/DovzhykV/status/2024142606792331752,,
Skip,AnikSanya,yanixx.ip,https://x.com/AnikSanya,https://pbs.twimg.com/profile_images/1935344455093035008/GZ_61e-o_normal.jpg,859,511,14,2022-08-31T18:36:39.000Z,2,1,0,1,2,0.0012,Too small audience for promo,@bielzinn @Euphoria_fi very worthy product for the mass market,"@VitaliiTrade @Euphoria_fi I'll try to test it while I have time, thanks!",,2026-02-18T15:47:06.000Z,2026-02-18T14:02:53.000Z,,https://x.com/AnikSanya/status/2024148678353576351,https://x.com/AnikSanya/status/2024122451966210065,
Skip,abhinavsam4,abhinav sharma,https://x.com/abhinavsam4,https://pbs.twimg.com/profile_images/1799099928427544577/Kgn69RNi_normal.jpg,1727,691,10,2011-09-13T17:14:46.000Z,1,1,0,1,2,0.0012,Below Consider threshold,@0xRonin11 @Crypto_techh what about Polymarket -5min trading 😅,,,2026-02-15T12:03:52.000Z,,,https://x.com/abhinavsam4/status/2023005338484818163,,
Skip,BlockFelis,Felis,https://x.com/BlockFelis,https://pbs.twimg.com/profile_images/1947083597023719424/cEm1AKrG_normal.jpg,1331,1051,25,2013-06-26T22:01:35.000Z,2,2,0,1,3,0.0011,Below Consider threshold,@0xKaps @Euphoria_fi Euphoria coded,@BetmanJoe @bankrbot @Euphoria_fi Gm Joe,,2026-02-18T13:56:21.000Z,2026-02-18T13:30:40.000Z,,https://x.com/BlockFelis/status/2024120805865521378,https://x.com/BlockFelis/status/2024114344238207217,
Skip,TVS_Kolia,Kolia TVS ❤️,https://x.com/TVS_Kolia,https://pbs.twimg.com/profile_images/1628377997777543170/XOA6KjR2_normal.jpg,1794,1107,15,2022-10-11T19:50:54.000Z,1,1,0,1,2,0.0011,Below Consider threshold,@qwerty_ytrevvq @Polymarket 5 min bots attacking,,,2026-02-13T10:51:44.000Z,,,https://x.com/TVS_Kolia/status/2022262406320128185,,
Skip,Oluwa_tobi_NFT,crypto whale someday,https://x.com/Oluwa_tobi_NFT,https://pbs.twimg.com/profile_images/2023723247116627968/JZ_1pTRA_normal.jpg,899,1297,2,2022-01-24T17:55:26.000Z,3,3,0,0,3,0.0011,Too small audience for promo,@Euphoria_fi Can intern mistakenly dm me with a code?,"@Euphoria_fi Can I get an invite code to jump on this?

I don't want to miss out",@Euphoria_fi @MikeAbundoTech One code could change everything for me,2026-02-18T15:44:00.000Z,2026-02-18T15:24:12.000Z,2026-02-18T14:41:12.000Z,https://x.com/Oluwa_tobi_NFT/status/2024147896904413250,https://x.com/Oluwa_tobi_NFT/status/2024142914708758838,https://x.com/Oluwa_tobi_NFT/status/2024132095933558883
Skip,SelenkaOnChain,Selenka,https://x.com/SelenkaOnChain,https://pbs.twimg.com/profile_images/1952775466663706624/fL8nVYUw_normal.jpg,915,847,8,2023-07-03T11:47:09.000Z,1,1,0,0,1,0.0011,Too small audience for promo,@goatyishere @Polymarket 5-min BTC could change the game for sure,,,2026-02-13T07:24:02.000Z,,,https://x.com/SelenkaOnChain/status/2022210140120957302,,
Skip,nerdymeek,⌜nerdymeek⌟ 🦾,https://x.com/nerdymeek,https://pbs.twimg.com/profile_images/1963641448038912000/B5Y3ycSz_normal.jpg,469,1694,2,2024-03-09T07:52:58.000Z,2,0,0,1,1,0.0011,Too small audience for promo,@cryptonautt_ @Euphoria_fi aight broski. 🫡,"@cryptonautt_ @Euphoria_fi my bro, have you given out the euphoria access you intended to share already??",,2026-02-18T12:40:21.000Z,2026-02-18T12:19:04.000Z,,https://x.com/nerdymeek/status/2024101680619327666,https://x.com/nerdymeek/status/2024096323813732497,
Skip,Xelytics,Xelytics,https://x.com/Xelytics,https://pbs.twimg.com/profile_images/1960475439270387713/Zh6nCFWV_normal.jpg,942,557,2,2014-09-21T13:34:13.000Z,1,1,0,0,1,0.0011,Too small audience for promo,@Euphoria_fi I Want a code,,,2026-02-18T15:24:22.000Z,,,https://x.com/Xelytics/status/2024142957285347787,,
Skip,_Aggy_4426,Aggy✌️,https://x.com/_Aggy_4426,https://pbs.twimg.com/profile_images/1975805774082265088/yQBut16r_normal.jpg,947,2491,15,2021-06-09T15:09:55.000Z,1,1,0,0,1,0.0011,Too small audience for promo,@Euphoria_fi Need one invite code please,,,2026-02-18T15:22:40.000Z,,,https://x.com/_Aggy_4426/status/2024142531156443146,,
Skip,LPSAmbassador,LPSAmbassador,https://x.com/LPSAmbassador,https://pbs.twimg.com/profile_images/1990870411903381504/k_tOj82M_normal.jpg,967,950,4,2025-07-29T18:58:51.000Z,1,1,0,0,1,0.0010,Too small audience for promo,@bielzinn @Euphoria_fi Good time for pushing on this project sir,,,2026-02-18T16:19:31.000Z,,,https://x.com/LPSAmbassador/status/2024156836618772534,,
Skip,nitesheth01,Nitesh (prediction arc),https://x.com/nitesheth01,https://pbs.twimg.com/profile_images/1979767135686553600/0qavf2h7_normal.jpg,1962,587,54,2024-01-31T13:30:53.000Z,1,1,0,1,2,0.0010,Below Consider threshold,"@qwerty_ytrevvq @Polymarket 5-min markets = pure adrenaline

 Love it",,,2026-02-13T10:08:06.000Z,,,https://x.com/nitesheth01/status/2022251428392419715,,
Skip,EltommytoC,|| Tommy ||,https://x.com/EltommytoC,https://pbs.twimg.com/profile_images/2016495382260228096/ZG5XpQZH_normal.jpg,1997,895,17,2011-11-08T09:15:46.000Z,1,1,0,1,2,0.0010,Below Consider threshold,@banan_crypto @Polymarket 5 min is a good time frame,,,2026-02-14T15:34:31.000Z,,,https://x.com/EltommytoC/status/2022695959205941327,,
Skip,samonelybro,yuyeon,https://x.com/samonelybro,https://pbs.twimg.com/profile_images/2021881091901337600/eq1a0KZD_normal.jpg,1040,2911,6,2023-11-18T07:31:26.000Z,1,1,0,0,1,0.0010,Below Consider threshold,@Euphoria_fi Codeeee,,,2026-02-18T16:09:31.000Z,,,https://x.com/samonelybro/status/2024154321022017647,,
Skip,CrypLykos,∑:CryptoLykos⚡🔫,https://x.com/CrypLykos,https://pbs.twimg.com/profile_images/2000985643477032961/g-0jKTXS_normal.jpg,1102,505,22,2023-08-18T05:21:15.000Z,1,1,0,0,1,0.0009,Below Consider threshold,"@Euphoria_fi DAYUM, this is only 2 days. 

I wonder how much higher players can reach 🥳",,,2026-02-18T15:57:51.000Z,,,https://x.com/CrypLykos/status/2024151384644276693,,
Skip,BreakeyLachlan,Lachlan Breakey,https://x.com/BreakeyLachlan,https://pbs.twimg.com/profile_images/1661526690601000960/6STKrh3w_normal.jpg,1104,1739,23,2022-05-01T11:29:38.000Z,1,1,0,0,1,0.0009,Below Consider threshold,@Novee_VeenoX @monad Must be taking the piss lol @Euphoria_fi,,,2026-02-18T18:48:11.000Z,,,https://x.com/BreakeyLachlan/status/2024194249387114582,,
Skip,phillzcore,PHILLIPS' HARD FITS🎧,https://x.com/phillzcore,https://pbs.twimg.com/profile_images/2022320471107362816/zwsD9M2-_normal.jpg,1154,988,1,2022-05-26T11:53:16.000Z,4,4,0,0,4,0.0009,Below Consider threshold,@Euphoria_fi Let's go trader's,"I found all about @Euphoria_fi On the 16th of Feb..
A day ago when the Tapathon

(A game consisting of 5k trader's competing for 2 weeks to win bunch of goodies, money and even a Rolex watch) was announced 
I deep into it and found it's MegaEth sub pj 🤝🏽

I got right into it from https://t.co/4mbiBq8JjY","I found all about @Euphoria_fi On the 16th of Feb..
A day ago when the Tapathon

(A game consisting of 5k trader's competing for 2 weeks to win bunch of goodies, money and even a Rolex watch) was announced 
I deep into it and found it's MegaEth sub pj 🤝🏽

I got right into it from https://t.co/ZildSF8JkS",2026-02-18T15:22:57.000Z,2026-02-18T15:10:22.000Z,2026-02-18T15:08:09.000Z,https://x.com/phillzcore/status/2024142599410340317,https://x.com/phillzcore/status/2024139434380169240,https://x.com/phillzcore/status/2024138875401036172
Skip,LeCriptal,Jab' | RedStone France♦️,https://x.com/LeCriptal,https://pbs.twimg.com/profile_images/2015809093349343232/g2DL0B0y_normal.jpg,1173,267,5,2023-05-12T08:22:42.000Z,1,1,0,0,1,0.0009,Below Consider threshold,@REDMiner_ @Euphoria_fi RedStone crew spotted!,,,2026-02-18T16:15:54.000Z,,,https://x.com/LeCriptal/status/2024155928220627319,,
Skip,Mr_Sangria_,Sangria ♦️,https://x.com/Mr_Sangria_,https://pbs.twimg.com/profile_images/2016573970544242689/vC0RYnHK_normal.jpg,607,673,7,2021-01-04T20:13:54.000Z,2,1,0,0,1,0.0008,Too small audience for promo,"@JoestarCrypto @Euphoria_fi Totally agree

This addictive experience surpasses the dopamine from predictive markets",@tavares_web3 @Euphoria_fi @redstone_defi You're a pro on this!,,2026-02-18T16:43:46.000Z,2026-02-18T15:44:05.000Z,,https://x.com/Mr_Sangria_/status/2024162938940977171,https://x.com/Mr_Sangria_/status/2024147920543457776,
Skip,BoyEggNFT,Boy Egg 🧭,https://x.com/BoyEggNFT,https://pbs.twimg.com/profile_images/1950163972176695296/q3IDlzYj_normal.jpg,1246,2,1,2022-04-09T19:36:07.000Z,1,1,0,0,1,0.0008,Below Consider threshold,@Euphoria_fi I need Code,,,2026-02-18T15:25:07.000Z,,,https://x.com/BoyEggNFT/status/2024143145156407679,,
Skip,emreserve,Seolater Eth.,https://x.com/emreserve,https://pbs.twimg.com/profile_images/1988554721674547200/7IbFnxnk_normal.jpg,1258,1281,1,2018-01-12T15:42:41.000Z,3,2,0,1,3,0.0008,Below Consider threshold,@Euphoria_fi We are waitingg,@Euphoria_fi Code pls,@Euphoria_fi @MikeAbundoTech Code plss,2026-02-18T15:34:12.000Z,2026-02-18T15:22:42.000Z,2026-02-18T14:39:05.000Z,https://x.com/emreserve/status/2024145431249244309,https://x.com/emreserve/status/2024142538471362673,https://x.com/emreserve/status/2024131560765575654
Skip,me_cool_off,✦ me_cool_off ✦,https://x.com/me_cool_off,https://pbs.twimg.com/profile_images/1994059666586816512/--0Pi3wj_normal.jpg,1304,627,14,2019-01-15T06:09:26.000Z,1,1,0,0,1,0.0008,Below Consider threshold,"@S4mpleName @Polymarket 5-min markets just launched, I think in a month the profits there will already be comparable to the 15-min markets",,,2026-02-15T13:54:09.000Z,,,https://x.com/me_cool_off/status/2023033089543549410,,
Skip,Kev_DeFi,Kev ♦️,https://x.com/Kev_DeFi,https://pbs.twimg.com/profile_images/2015814544493592576/gGzGkG8O_normal.jpg,764,945,2,2023-08-14T16:18:03.000Z,6,2,0,1,3,0.0007,Too small audience for promo,@Iron_DeFi @Euphoria_fi I'm crying when that pink line avoids my blocks 😭😭,"@JoestarCrypto @Euphoria_fi It's really amazing that they gain so many transactions in 24 hours!
That game was so addictive and fun.
Thanks to RedStone for powering it ❤️ https://t.co/arclNGtbYR",@Hundert1000 @Euphoria_fi @redstone_defi Powered by RedStone Bolt ⚡,2026-02-18T17:31:27.000Z,2026-02-18T17:22:20.000Z,2026-02-18T16:59:42.000Z,https://x.com/Kev_DeFi/status/2024174940812108051,https://x.com/Kev_DeFi/status/2024172645647077737,https://x.com/Kev_DeFi/status/2024166947450175716
Skip,just_zazi,justzazi,https://x.com/just_zazi,https://pbs.twimg.com/profile_images/2008143182010195969/rwGQdjJ5_normal.jpg,1635,1882,9,2024-09-20T08:16:40.000Z,3,1,0,2,3,0.0006,Below Consider threshold,@Kikispams @Euphoria_fi Oh really? Do i send a dm?,@Kikispams @Euphoria_fi 😂😂 how did you get a code?,@Kikispams @Euphoria_fi Is it not gated?,2026-02-18T14:43:00.000Z,2026-02-18T14:33:48.000Z,2026-02-18T14:30:55.000Z,https://x.com/just_zazi/status/2024132546984853782,https://x.com/just_zazi/status/2024130233654280329,https://x.com/just_zazi/status/2024129508266123596
Skip,BigOldDoink,Jdubs,https://x.com/BigOldDoink,https://pbs.twimg.com/profile_images/2021271178745409536/H2M-bfLy_normal.jpg,1647,4384,15,2020-11-22T13:57:05.000Z,1,1,0,0,1,0.0006,Below Consider threshold,@Euphoria_fi bruh just send me an extra access code i know you got more,,,2026-02-18T15:22:57.000Z,,,https://x.com/BigOldDoink/status/2024142599825576057,,
Skip,Bulgakoff_K,Billy Moose,https://x.com/Bulgakoff_K,https://pbs.twimg.com/profile_images/1997074025831333888/2Ll8Ou8Q_normal.jpg,1746,1460,26,2013-12-26T09:54:01.000Z,2,1,0,1,2,0.0006,Below Consider threshold,@adiix_official @Polymarket 5 min markets are gambling but someone will find an edge i guess,@k1rallik @Polymarket 5-min markets with bots sounds like a good way to lose money rlly fast,,2026-02-12T14:19:03.000Z,2026-02-12T12:55:09.000Z,,https://x.com/Bulgakoff_K/status/2021952191620170122,https://x.com/Bulgakoff_K/status/2021931077003358575,
